cust_id,cust_price_sensitivity,cust_lifestage
CUST0000400134,MM,OT
CUST0000400484,MM,YF
CUST0000400678,MM,YF
CUST0000400826,UM,OT
CUST0000400898,LA,OT
CUST0000401057,MM,OT
CUST0000401763,MM,OT
CUST0000402181,LA,OT
CUST0000402237,MM,
CUST0000402327,MM,YF
CUST0000402467,MM,OT
CUST0000402511,MM,
CUST0000402650,LA,PE
CUST0000403048,UM,OA
CUST0000403381,UM,OT
CUST0000403403,LA,YA
CUST0000403543,MM,OT
CUST0000403640,UM,PE
CUST0000403745,XX,OT
CUST0000404167,MM,PE
CUST0000404168,XX,OT
CUST0000404216,LA,OT
CUST0000404601,UM,PE
CUST0000404696,MM,OT
CUST0000404913,XX,OT
CUST0000405053,XX,OT
CUST0000405240,MM,OT
CUST0000405265,LA,OT
CUST0000405566,MM,OA
CUST0000406083,MM,YA
CUST0000406773,UM,YA
CUST0000406818,LA,YF
CUST0000406914,MM,OT
CUST0000406979,MM,OT
CUST0000407072,UM,OA
CUST0000407130,UM,YF
CUST0000407163,XX,OT
CUST0000407176,LA,OT
CUST0000407194,UM,OA
CUST0000407343,LA,OA
CUST0000407532,LA,OT
CUST0000407911,MM,YA
CUST0000408366,MM,OT
CUST0000408527,LA,OT
CUST0000408561,XX,OT
CUST0000408729,UM,YF
CUST0000408901,UM,OT
CUST0000409108,LA,OT
CUST0000409627,UM,YF
CUST0000409997,LA,YA
CUST0000410118,MM,
CUST0000410183,UM,OT
CUST0000410228,LA,YF
CUST0000410526,MM,PE
CUST0000410727,UM,OT
CUST0000410932,MM,OT
CUST0000411122,UM,YF
CUST0000411204,MM,OT
CUST0000411364,MM,PE
CUST0000411707,LA,OT
CUST0000411972,XX,OT
CUST0000412087,UM,OT
CUST0000412288,LA,OA
CUST0000412559,UM,YA
CUST0000412870,MM,YF
CUST0000412928,LA,OA
CUST0000413017,UM,OT
CUST0000413161,LA,
CUST0000413197,MM,OF
CUST0000413598,UM,YA
CUST0000413715,MM,PE
CUST0000414452,MM,YA
CUST0000414522,LA,PE
CUST0000414611,XX,OT
CUST0000414813,XX,OT
CUST0000414892,LA,PE
CUST0000414915,LA,OA
CUST0000414945,UM,OT
CUST0000415029,MM,OA
CUST0000415147,XX,OT
CUST0000415471,XX,OT
CUST0000415655,UM,OT
CUST0000415718,XX,OT
CUST0000416143,MM,OT
CUST0000416207,UM,YA
CUST0000417021,LA,OT
CUST0000417955,MM,YF
CUST0000418129,MM,OT
CUST0000418168,UM,YA
CUST0000418352,XX,OT
CUST0000418743,MM,OT
CUST0000418944,LA,OT
CUST0000419057,XX,PE
CUST0000419215,XX,OT
CUST0000419789,UM,OT
CUST0000419849,LA,OT
CUST0000420072,LA,OT
CUST0000420781,UM,YF
CUST0000421071,UM,OT
CUST0000421287,XX,OT
CUST0000421869,LA,OA
CUST0000421890,MM,OT
CUST0000422016,UM,OT
CUST0000422099,LA,OT
CUST0000422146,XX,OT
CUST0000422568,UM,OT
CUST0000422872,MM,OT
CUST0000422914,MM,OT
CUST0000423063,UM,YA
CUST0000423458,MM,
CUST0000423539,UM,YA
CUST0000423572,MM,OA
CUST0000423668,XX,OT
CUST0000423937,LA,OT
CUST0000423947,MM,OT
CUST0000424386,LA,PE
CUST0000424608,UM,OT
CUST0000425172,MM,OT
CUST0000425467,MM,
CUST0000425522,UM,YA
CUST0000425541,MM,YA
CUST0000425566,UM,PE
CUST0000425586,MM,OT
CUST0000425649,MM,OT
CUST0000425755,MM,
CUST0000425801,UM,PE
CUST0000425882,XX,OT
CUST0000425966,XX,YA
CUST0000425983,XX,PE
CUST0000426107,MM,OT
CUST0000426328,LA,PE
CUST0000426571,LA,YA
CUST0000426681,UM,OA
CUST0000426698,LA,OA
CUST0000426871,MM,YA
CUST0000426893,XX,OT
CUST0000427014,XX,OT
CUST0000427023,UM,
CUST0000427301,XX,OT
CUST0000428465,LA,YA
CUST0000428608,UM,OT
CUST0000428635,MM,OT
CUST0000429043,XX,OT
CUST0000429174,LA,OT
CUST0000429555,UM,OT
CUST0000429833,UM,YF
CUST0000429836,LA,YA
CUST0000429946,MM,OA
CUST0000430124,MM,YF
CUST0000430659,UM,PE
CUST0000430981,LA,OT
CUST0000431015,LA,OT
CUST0000431092,LA,
CUST0000431167,LA,YA
CUST0000431454,UM,OT
CUST0000432169,UM,
CUST0000432330,MM,OT
CUST0000433392,LA,OA
CUST0000433684,XX,OT
CUST0000433913,MM,
CUST0000433962,LA,OF
CUST0000434228,UM,OA
CUST0000434391,MM,YF
CUST0000434612,MM,OT
CUST0000434714,LA,OT
CUST0000434767,MM,OT
CUST0000434868,MM,YF
CUST0000434872,MM,OT
CUST0000435142,MM,OT
CUST0000435377,UM,YA
CUST0000435931,XX,OT
CUST0000436068,XX,OT
CUST0000436095,XX,OT
CUST0000436141,MM,OT
CUST0000436193,MM,OT
CUST0000436344,LA,
CUST0000436351,MM,OT
CUST0000436401,UM,OT
CUST0000436526,XX,OT
CUST0000436803,LA,OT
CUST0000436863,MM,YA
CUST0000437337,MM,YA
CUST0000437882,UM,OT
CUST0000438072,LA,OF
CUST0000438192,MM,OF
CUST0000438700,LA,OT
CUST0000438736,MM,OT
CUST0000438964,UM,OT
CUST0000439138,LA,OT
CUST0000439239,MM,OT
CUST0000439279,UM,OT
CUST0000439615,MM,OT
CUST0000439727,XX,OT
CUST0000439775,UM,YF
CUST0000440239,MM,
CUST0000440403,MM,YF
CUST0000440411,LA,YA
CUST0000440643,MM,OT
CUST0000440798,UM,OT
CUST0000441137,LA,OT
CUST0000441420,MM,OT
CUST0000441667,LA,OT
CUST0000442152,XX,OT
CUST0000442461,LA,YA
CUST0000443416,LA,OT
CUST0000444343,MM,
CUST0000444515,UM,OA
CUST0000444727,UM,OT
CUST0000444755,XX,YA
CUST0000444791,MM,YA
CUST0000444818,MM,OA
CUST0000444866,XX,OT
CUST0000444973,LA,YF
CUST0000445045,MM,YF
CUST0000445287,MM,OT
CUST0000445623,LA,OT
CUST0000445856,LA,OA
CUST0000445924,UM,YF
CUST0000446384,MM,OT
CUST0000446407,MM,OT
CUST0000446479,MM,OT
CUST0000446480,LA,YF
CUST0000446741,MM,YF
CUST0000446840,MM,
CUST0000446893,MM,YA
CUST0000447348,MM,YA
CUST0000447826,MM,OT
CUST0000448187,UM,
CUST0000448360,MM,OT
CUST0000448583,LA,OT
CUST0000448626,LA,OT
CUST0000448659,UM,YA
CUST0000448704,LA,OT
CUST0000448995,LA,YA
CUST0000449002,LA,OA
CUST0000449125,MM,
CUST0000449312,LA,OA
CUST0000449572,XX,OT
CUST0000449701,MM,OT
CUST0000449795,XX,OT
CUST0000450009,LA,
CUST0000450325,LA,OT
CUST0000450385,MM,YA
CUST0000450574,UM,OT
CUST0000451855,UM,YA
CUST0000451951,MM,
CUST0000452520,MM,OA
CUST0000452696,LA,OT
CUST0000452777,XX,
CUST0000452948,MM,YA
CUST0000453050,MM,OT
CUST0000453088,XX,OT
CUST0000453430,LA,YF
CUST0000453528,MM,OA
CUST0000453681,MM,OT
CUST0000453772,UM,YA
CUST0000453780,LA,OA
CUST0000454041,LA,OT
CUST0000454102,XX,OT
CUST0000454193,MM,OT
CUST0000454529,XX,OT
CUST0000454607,UM,OT
CUST0000454947,MM,OA
CUST0000454985,MM,OT
CUST0000455620,UM,
CUST0000455765,LA,OT
CUST0000455781,MM,OT
CUST0000455930,MM,OT
CUST0000455947,MM,OF
CUST0000456145,MM,PE
CUST0000456220,MM,
CUST0000456286,UM,YA
CUST0000456347,UM,YF
CUST0000456698,UM,OA
CUST0000456756,MM,OT
CUST0000456966,LA,OT
CUST0000456967,MM,YA
CUST0000456991,LA,OT
CUST0000457031,LA,OT
CUST0000457079,LA,YA
CUST0000457391,XX,YA
CUST0000457990,UM,OA
CUST0000458006,LA,PE
CUST0000458113,UM,OT
CUST0000458243,UM,
CUST0000458484,UM,YA
CUST0000458602,UM,PE
CUST0000459055,LA,OT
CUST0000459058,UM,OA
CUST0000459098,LA,
CUST0000459283,UM,YA
CUST0000459425,UM,OF
CUST0000459983,MM,OT
CUST0000460016,LA,OT
CUST0000460021,XX,OT
CUST0000460717,MM,OT
CUST0000460983,LA,OT
CUST0000461309,MM,YF
CUST0000461477,MM,OT
CUST0000461526,LA,YF
CUST0000461568,MM,YA
CUST0000462108,MM,OT
CUST0000462264,MM,OT
CUST0000462295,LA,OT
CUST0000462322,LA,OT
CUST0000462451,LA,OT
CUST0000463293,MM,OT
CUST0000463400,MM,PE
CUST0000463469,LA,OT
CUST0000463571,UM,OT
CUST0000463736,MM,OF
CUST0000463779,UM,OT
CUST0000464084,UM,
CUST0000464275,LA,YA
CUST0000464421,LA,OT
CUST0000464501,MM,OA
CUST0000464922,LA,OT
CUST0000464945,UM,YA
CUST0000465054,MM,
CUST0000465140,LA,OT
CUST0000465173,MM,OA
CUST0000465192,LA,OT
CUST0000465439,LA,
CUST0000465685,MM,PE
CUST0000465879,XX,OT
CUST0000466497,UM,OT
CUST0000467095,MM,PE
CUST0000467219,MM,OT
CUST0000467422,UM,YA
CUST0000467424,MM,YF
CUST0000467477,MM,OT
CUST0000467493,MM,OT
CUST0000467631,LA,OT
CUST0000468097,UM,OT
CUST0000468282,MM,OA
CUST0000468430,LA,OT
CUST0000468686,MM,YF
CUST0000468702,XX,OA
CUST0000469026,MM,YA
CUST0000469479,UM,YF
CUST0000470078,MM,OT
CUST0000470110,MM,PE
CUST0000470325,LA,
CUST0000470597,MM,
CUST0000470698,MM,
CUST0000471465,LA,OT
CUST0000471569,MM,OT
CUST0000471643,LA,YF
CUST0000472833,UM,
CUST0000473207,LA,PE
CUST0000473440,XX,OF
CUST0000473526,UM,OA
CUST0000473868,LA,OT
CUST0000473940,UM,OT
CUST0000473962,UM,OT
CUST0000474124,LA,YF
CUST0000474286,LA,YF
CUST0000474333,MM,OT
CUST0000474340,LA,PE
CUST0000474466,MM,YA
CUST0000474829,LA,OT
CUST0000474951,UM,YA
CUST0000475032,LA,OT
CUST0000475113,UM,OT
CUST0000475599,UM,OF
CUST0000475839,LA,
CUST0000476201,UM,YA
CUST0000476309,MM,OF
CUST0000476611,LA,OF
CUST0000476648,XX,OT
CUST0000476769,MM,OT
CUST0000477514,MM,OT
CUST0000477841,MM,OT
CUST0000478049,MM,OT
CUST0000478065,LA,YA
CUST0000478542,XX,OT
CUST0000478589,UM,OT
CUST0000478840,MM,OT
CUST0000478905,UM,YA
CUST0000479003,LA,
CUST0000479155,LA,OT
CUST0000479335,LA,
CUST0000479371,MM,YA
CUST0000480003,MM,PE
CUST0000480643,MM,YA
CUST0000480746,MM,YF
CUST0000481090,MM,YA
CUST0000481442,LA,PE
CUST0000481776,XX,OT
CUST0000482536,XX,OT
CUST0000483138,MM,
CUST0000483276,LA,OT
CUST0000483341,XX,OT
CUST0000483557,LA,OT
CUST0000483822,LA,OF
CUST0000483902,UM,
CUST0000484065,MM,OT
CUST0000484388,MM,OA
CUST0000484399,XX,OT
CUST0000484967,MM,PE
CUST0000485050,LA,OT
CUST0000485086,MM,YA
CUST0000485331,MM,YF
CUST0000485726,MM,YF
CUST0000485753,MM,OT
CUST0000485988,LA,YF
CUST0000486257,MM,OA
CUST0000486332,UM,YA
CUST0000486445,LA,OT
CUST0000486885,UM,OT
CUST0000486923,UM,YA
CUST0000487114,XX,OT
CUST0000487160,UM,OT
CUST0000487301,MM,YA
CUST0000487322,MM,OA
CUST0000487479,LA,OF
CUST0000487603,LA,OT
CUST0000487663,UM,OT
CUST0000487703,UM,OT
CUST0000487728,XX,OT
CUST0000487927,LA,OT
CUST0000488589,LA,OT
CUST0000488624,LA,YF
CUST0000488814,UM,YF
CUST0000489477,MM,OA
CUST0000489620,XX,OT
CUST0000489666,MM,
CUST0000489934,UM,YA
CUST0000490071,LA,
CUST0000490088,XX,OA
CUST0000490239,UM,OT
CUST0000490446,MM,PE
CUST0000490525,UM,OT
CUST0000490625,MM,YF
CUST0000491009,MM,PE
CUST0000491025,MM,OT
CUST0000491140,LA,OT
CUST0000491226,UM,OT
CUST0000491244,LA,YF
CUST0000491308,XX,OT
CUST0000491694,MM,OT
CUST0000491740,LA,OT
CUST0000491938,UM,OT
CUST0000491958,LA,YF
CUST0000492233,XX,YA
CUST0000492279,MM,YA
CUST0000492656,LA,YF
CUST0000492670,LA,OT
CUST0000492732,UM,YA
CUST0000493196,UM,OT
CUST0000493248,UM,OT
CUST0000493531,MM,YF
CUST0000493564,MM,OT
CUST0000494424,MM,YF
CUST0000494488,MM,OT
CUST0000494754,UM,OT
CUST0000495027,MM,OT
CUST0000495431,XX,OT
CUST0000495556,MM,OT
CUST0000495595,LA,PE
CUST0000495649,XX,OT
CUST0000495733,UM,OF
CUST0000495995,LA,OT
CUST0000496244,LA,OT
CUST0000496531,LA,OT
CUST0000496588,MM,OT
CUST0000497325,UM,YA
CUST0000497338,MM,OA
CUST0000497442,LA,
CUST0000497560,UM,YA
CUST0000497628,LA,OT
CUST0000497741,LA,YA
CUST0000497929,MM,PE
CUST0000498770,LA,OT
CUST0000498948,MM,YF
CUST0000499553,LA,YA
CUST0000499555,MM,YF
CUST0000499735,XX,OT
CUST0000500211,MM,YF
CUST0000500474,MM,PE
CUST0000500812,MM,
CUST0000501369,MM,PE
CUST0000501713,MM,PE
CUST0000501747,MM,OA
CUST0000501792,MM,OT
CUST0000502064,LA,YF
CUST0000502098,MM,OT
CUST0000502858,XX,YA
CUST0000503217,XX,OT
CUST0000503278,LA,YF
CUST0000503299,XX,OT
CUST0000503754,MM,OT
CUST0000503973,MM,OF
CUST0000503994,MM,YF
CUST0000504248,UM,OT
CUST0000504392,MM,OT
CUST0000504497,MM,YF
CUST0000504695,UM,OT
CUST0000504706,UM,YA
CUST0000505045,UM,YA
CUST0000505066,UM,PE
CUST0000505126,UM,YF
CUST0000505515,LA,YF
CUST0000506100,LA,OT
CUST0000506636,XX,OT
CUST0000506713,UM,OT
CUST0000506779,MM,YA
CUST0000506875,XX,PE
CUST0000506991,UM,YA
CUST0000507047,UM,OF
CUST0000507089,MM,OF
CUST0000507230,LA,
CUST0000507316,MM,YF
CUST0000507386,LA,YF
CUST0000507681,MM,YA
CUST0000507862,LA,OF
CUST0000507899,LA,OT
CUST0000508390,LA,YA
CUST0000508514,MM,OF
CUST0000508632,MM,OA
CUST0000508788,UM,OT
CUST0000509133,MM,OT
CUST0000509150,UM,OT
CUST0000509249,XX,OT
CUST0000509290,UM,PE
CUST0000509394,LA,YA
CUST0000509602,MM,PE
CUST0000510147,LA,OA
CUST0000510375,MM,YF
CUST0000510889,LA,OT
CUST0000511074,MM,OT
CUST0000511194,MM,OT
CUST0000511388,LA,OT
CUST0000511527,LA,OT
CUST0000511779,MM,YF
CUST0000512238,UM,OA
CUST0000512383,UM,
CUST0000512453,MM,OT
CUST0000512567,LA,OT
CUST0000513008,UM,OT
CUST0000513103,MM,OT
CUST0000513193,UM,OT
CUST0000513226,UM,
CUST0000513470,LA,OT
CUST0000513829,LA,OT
CUST0000513962,LA,YF
CUST0000514177,UM,OA
CUST0000514601,MM,OT
CUST0000514903,XX,OT
CUST0000514917,UM,OT
CUST0000515337,MM,OA
CUST0000515740,MM,OA
CUST0000516122,UM,OT
CUST0000516130,MM,OT
CUST0000516273,XX,OA
CUST0000516635,LA,OA
CUST0000516705,MM,OT
CUST0000516995,MM,OA
CUST0000517351,UM,YA
CUST0000517596,UM,OA
CUST0000517624,LA,OA
CUST0000517648,MM,PE
CUST0000517668,XX,OT
CUST0000517718,MM,OT
CUST0000517758,MM,OT
CUST0000517865,LA,OT
CUST0000518972,UM,OT
CUST0000519024,UM,OA
CUST0000519097,MM,OT
CUST0000519294,LA,OF
CUST0000519570,MM,PE
CUST0000519981,LA,YA
CUST0000520208,XX,OT
CUST0000520211,MM,OA
CUST0000520310,MM,OF
CUST0000520373,LA,OA
CUST0000520412,XX,OT
CUST0000520415,UM,OA
CUST0000520456,MM,YF
CUST0000520619,UM,PE
CUST0000520652,UM,OT
CUST0000520823,UM,YF
CUST0000520937,MM,PE
CUST0000521233,MM,OT
CUST0000521313,XX,OT
CUST0000521438,UM,OA
CUST0000521560,LA,YA
CUST0000521752,MM,OT
CUST0000522088,MM,YA
CUST0000522402,MM,OT
CUST0000522632,MM,
CUST0000523118,LA,PE
CUST0000523142,MM,
CUST0000523158,MM,OT
CUST0000523249,MM,YA
CUST0000523300,MM,OT
CUST0000523791,LA,OT
CUST0000524542,UM,OT
CUST0000524577,MM,OT
CUST0000524835,UM,
CUST0000524891,XX,OT
CUST0000525274,UM,OT
CUST0000525324,MM,OA
CUST0000525866,MM,
CUST0000526081,UM,OT
CUST0000526114,LA,
CUST0000526194,MM,YA
CUST0000526506,LA,YA
CUST0000527105,MM,YF
CUST0000527347,UM,YA
CUST0000527535,UM,YA
CUST0000528394,MM,OT
CUST0000528451,MM,OT
CUST0000528480,LA,PE
CUST0000528616,UM,OT
CUST0000528846,LA,YF
CUST0000528875,XX,PE
CUST0000529305,UM,
CUST0000529313,MM,
CUST0000529423,MM,
CUST0000529677,MM,OT
CUST0000530036,XX,OT
CUST0000530119,MM,OT
CUST0000530129,LA,OT
CUST0000530394,UM,YA
CUST0000530406,MM,YF
CUST0000530875,MM,OF
CUST0000531031,LA,YF
CUST0000531203,LA,OT
CUST0000531338,UM,PE
CUST0000531435,UM,YA
CUST0000531481,MM,OA
CUST0000531491,MM,OT
CUST0000531589,XX,OT
CUST0000531741,LA,OT
CUST0000531774,LA,YA
CUST0000531824,MM,YF
CUST0000532004,MM,YF
CUST0000532714,XX,YF
CUST0000532766,XX,OT
CUST0000534245,LA,YF
CUST0000534323,UM,OT
CUST0000534546,XX,OT
CUST0000534608,MM,YF
CUST0000534670,LA,OT
CUST0000534958,LA,
CUST0000535045,UM,OT
CUST0000535082,UM,PE
CUST0000535175,LA,OT
CUST0000535362,MM,OT
CUST0000535397,XX,OT
CUST0000535622,MM,PE
CUST0000535926,LA,OT
CUST0000536304,UM,YA
CUST0000536421,MM,
CUST0000536422,LA,OT
CUST0000536633,UM,OT
CUST0000536710,MM,YF
CUST0000536902,LA,OA
CUST0000537006,UM,OA
CUST0000537147,MM,OA
CUST0000537313,LA,OT
CUST0000537508,LA,OT
CUST0000537762,MM,
CUST0000538028,MM,
CUST0000538076,LA,OT
CUST0000538110,MM,PE
CUST0000538177,LA,YA
CUST0000538370,MM,OT
CUST0000538580,MM,OT
CUST0000538613,UM,YA
CUST0000538623,LA,OA
CUST0000538692,MM,OA
CUST0000538745,XX,
CUST0000539281,UM,YF
CUST0000539609,MM,
CUST0000540490,LA,YF
CUST0000540496,XX,OT
CUST0000540675,UM,
CUST0000540703,UM,OA
CUST0000541126,LA,PE
CUST0000541287,MM,YF
CUST0000541290,MM,OA
CUST0000541662,LA,OT
CUST0000541731,MM,YA
CUST0000541791,XX,OT
CUST0000542234,UM,YF
CUST0000542501,XX,OT
CUST0000542772,MM,YA
CUST0000543360,MM,OA
CUST0000543726,LA,YF
CUST0000543856,UM,YA
CUST0000543889,LA,OT
CUST0000543971,UM,OT
CUST0000544094,MM,OT
CUST0000544286,MM,
CUST0000544383,MM,PE
CUST0000544452,MM,OT
CUST0000544964,MM,OT
CUST0000545161,LA,OT
CUST0000545294,UM,OT
CUST0000545486,LA,PE
CUST0000545553,UM,OT
CUST0000545821,MM,YF
CUST0000545926,MM,OT
CUST0000545940,UM,OT
CUST0000546350,MM,YF
CUST0000547003,LA,OA
CUST0000547165,LA,OT
CUST0000547250,LA,OT
CUST0000547400,UM,OT
CUST0000547607,MM,OT
CUST0000547631,MM,OA
CUST0000547762,UM,
CUST0000547921,LA,YA
CUST0000548056,UM,YF
CUST0000548473,LA,YA
CUST0000548601,LA,PE
CUST0000548606,LA,OT
CUST0000548875,MM,YA
CUST0000549120,LA,YF
CUST0000549332,LA,OT
CUST0000549601,XX,YA
CUST0000549621,LA,YF
CUST0000549773,LA,OA
CUST0000549826,LA,PE
CUST0000550640,UM,YF
CUST0000550895,MM,OA
CUST0000550948,MM,YA
CUST0000551216,UM,OT
CUST0000551279,LA,OT
CUST0000551617,UM,PE
CUST0000551656,LA,
CUST0000551973,UM,YA
CUST0000552095,MM,OA
CUST0000552149,LA,OT
CUST0000552278,LA,OT
CUST0000552346,MM,OA
CUST0000552553,XX,OT
CUST0000552556,UM,OT
CUST0000552628,MM,OT
CUST0000552912,MM,YA
CUST0000553751,MM,PE
CUST0000554342,LA,OT
CUST0000554420,MM,OT
CUST0000554451,MM,OF
CUST0000554500,MM,
CUST0000554531,UM,OT
CUST0000554743,MM,
CUST0000554776,XX,OT
CUST0000554969,MM,
CUST0000555011,MM,OT
CUST0000555247,UM,OA
CUST0000555393,MM,OT
CUST0000555528,UM,
CUST0000555784,UM,OA
CUST0000555791,UM,YA
CUST0000555858,LA,OA
CUST0000555929,UM,OT
CUST0000556279,UM,YF
CUST0000556584,MM,OT
CUST0000556589,LA,OT
CUST0000556668,MM,OT
CUST0000556728,UM,
CUST0000556820,MM,YA
CUST0000556890,UM,OT
CUST0000556920,MM,OT
CUST0000557099,XX,YF
CUST0000557102,MM,YA
CUST0000557313,UM,OT
CUST0000557384,UM,YA
CUST0000557389,MM,YA
CUST0000557718,UM,OT
CUST0000557852,MM,OA
CUST0000557898,MM,OT
CUST0000558163,LA,OT
CUST0000558202,MM,OT
CUST0000558339,MM,
CUST0000558367,XX,YF
CUST0000558394,MM,
CUST0000558567,XX,OT
CUST0000558717,MM,OT
CUST0000558853,LA,OA
CUST0000558880,UM,YF
CUST0000559052,LA,OA
CUST0000559360,MM,
CUST0000559823,MM,
CUST0000559848,LA,
CUST0000560001,MM,OT
CUST0000560209,XX,OT
CUST0000560317,LA,OT
CUST0000560332,MM,OT
CUST0000560629,UM,OA
CUST0000561099,UM,YA
CUST0000561300,MM,OT
CUST0000561396,LA,PE
CUST0000561413,UM,
CUST0000561506,MM,YA
CUST0000561978,UM,YA
CUST0000562188,UM,OT
CUST0000562306,MM,OT
CUST0000562468,MM,OT
CUST0000562526,XX,OT
CUST0000562569,LA,OT
CUST0000562821,LA,OT
CUST0000562988,MM,OA
CUST0000563076,XX,
CUST0000563161,XX,OT
CUST0000563509,XX,OT
CUST0000563557,MM,YA
CUST0000563675,UM,OT
CUST0000563760,LA,
CUST0000563785,MM,OT
CUST0000564087,UM,OT
CUST0000564261,XX,OT
CUST0000564400,MM,PE
CUST0000564613,MM,YF
CUST0000564620,UM,OA
CUST0000564834,MM,OA
CUST0000565188,LA,OT
CUST0000565377,UM,YA
CUST0000565426,LA,OT
CUST0000565865,MM,OA
CUST0000566123,UM,
CUST0000566133,XX,OT
CUST0000566259,UM,OA
CUST0000566419,MM,OT
CUST0000566571,LA,OA
CUST0000566691,MM,YA
CUST0000566711,LA,OF
CUST0000566919,MM,OT
CUST0000566977,MM,OT
CUST0000567102,LA,OT
CUST0000567162,MM,YF
CUST0000567295,MM,OT
CUST0000567454,MM,OT
CUST0000568005,LA,YF
CUST0000568084,UM,
CUST0000568148,UM,OA
CUST0000568232,UM,OT
CUST0000568633,LA,OT
CUST0000568724,UM,PE
CUST0000568818,UM,
CUST0000568930,MM,YA
CUST0000569214,MM,YA
CUST0000569235,UM,OT
CUST0000569300,MM,OT
CUST0000569377,MM,OT
CUST0000569531,MM,PE
CUST0000569576,XX,OT
CUST0000569626,LA,OT
CUST0000569812,MM,OF
CUST0000569835,UM,OT
CUST0000570003,XX,
CUST0000570062,XX,OT
CUST0000570070,LA,OT
CUST0000570249,UM,
CUST0000570805,MM,OT
CUST0000571077,MM,OF
CUST0000571159,XX,PE
CUST0000571394,MM,YA
CUST0000571445,MM,YA
CUST0000571697,UM,OT
CUST0000571753,MM,OT
CUST0000571830,MM,OT
CUST0000571895,LA,OF
CUST0000572204,MM,OT
CUST0000572321,UM,YA
CUST0000572442,MM,OA
CUST0000572613,UM,OT
CUST0000573047,MM,OA
CUST0000573324,LA,OF
CUST0000573349,MM,OF
CUST0000573587,XX,OT
CUST0000573657,UM,OT
CUST0000573675,LA,OT
CUST0000573703,LA,OF
CUST0000573752,UM,OT
CUST0000573884,LA,OF
CUST0000574199,MM,OT
CUST0000574637,UM,OT
CUST0000574975,LA,OT
CUST0000575003,MM,OT
CUST0000575098,LA,OT
CUST0000575954,MM,YF
CUST0000576033,MM,OT
CUST0000576210,UM,PE
CUST0000576401,XX,OT
CUST0000576479,XX,OT
CUST0000576558,MM,OT
CUST0000577810,LA,PE
CUST0000577947,MM,YA
CUST0000578260,MM,PE
CUST0000578476,LA,OT
CUST0000578661,MM,OT
CUST0000578851,LA,
CUST0000578938,MM,OT
CUST0000579095,LA,OT
CUST0000579396,MM,OT
CUST0000579771,LA,YF
CUST0000579835,MM,PE
CUST0000579898,XX,OT
CUST0000580080,MM,OT
CUST0000580148,MM,YA
CUST0000580333,UM,OA
CUST0000580999,UM,YA
CUST0000581032,XX,OT
CUST0000581084,XX,OT
CUST0000581338,UM,OT
CUST0000582064,LA,
CUST0000582126,UM,OT
CUST0000582166,MM,OT
CUST0000582179,LA,YA
CUST0000582217,LA,
CUST0000582528,UM,OT
CUST0000582565,LA,OT
CUST0000582960,MM,OT
CUST0000583043,MM,YA
CUST0000583287,MM,OT
CUST0000583299,MM,YF
CUST0000583303,XX,OT
CUST0000583524,LA,OT
CUST0000583570,MM,OT
CUST0000583655,MM,OT
CUST0000583710,UM,
CUST0000583841,XX,YF
CUST0000583944,XX,YA
CUST0000584170,MM,OT
CUST0000584194,UM,OT
CUST0000584873,UM,OT
CUST0000584930,UM,
CUST0000585013,UM,OA
CUST0000585638,UM,YA
CUST0000585874,LA,
CUST0000585963,XX,OT
CUST0000586117,UM,PE
CUST0000586284,LA,YF
CUST0000586590,UM,OF
CUST0000586811,UM,OT
CUST0000587521,LA,YF
CUST0000587537,XX,OT
CUST0000587584,MM,YA
CUST0000587787,MM,YF
CUST0000587903,MM,OT
CUST0000588050,UM,OT
CUST0000588201,UM,YA
CUST0000588300,MM,
CUST0000588390,MM,OT
CUST0000588614,LA,YA
CUST0000588654,MM,OT
CUST0000588744,XX,OT
CUST0000588827,MM,YA
CUST0000589174,UM,OT
CUST0000589225,UM,OT
CUST0000589449,LA,OT
CUST0000589596,MM,OA
CUST0000589718,LA,OA
CUST0000589724,MM,OT
CUST0000589818,UM,OA
CUST0000590174,MM,OT
CUST0000590182,MM,OT
CUST0000590320,MM,YF
CUST0000590653,LA,YF
CUST0000591215,MM,YA
CUST0000591268,XX,OT
CUST0000591488,LA,OT
CUST0000591774,MM,PE
CUST0000591919,MM,OA
CUST0000592165,LA,YF
CUST0000592884,LA,YF
CUST0000593365,MM,OT
CUST0000593659,UM,OT
CUST0000593878,MM,OT
CUST0000594351,UM,OT
CUST0000594451,UM,PE
CUST0000594479,UM,OA
CUST0000594668,LA,OA
CUST0000594701,MM,YF
CUST0000594734,XX,PE
CUST0000594823,UM,
CUST0000595140,UM,
CUST0000595333,UM,YA
CUST0000595380,MM,YF
CUST0000595400,MM,OT
CUST0000595430,MM,YF
CUST0000595675,MM,YA
CUST0000595767,MM,OT
CUST0000596825,UM,YA
CUST0000596834,XX,OT
CUST0000597294,UM,YF
CUST0000597356,XX,
CUST0000597770,UM,OA
CUST0000597790,UM,OT
CUST0000598011,MM,
CUST0000598026,UM,OF
CUST0000598853,XX,OT
CUST0000599314,UM,OT
CUST0000599366,LA,OT
CUST0000599487,UM,OT
CUST0000600338,LA,YF
CUST0000601096,MM,OT
CUST0000601102,MM,OT
CUST0000601659,LA,OF
CUST0000601812,MM,OT
CUST0000602024,LA,YA
CUST0000602654,MM,YF
CUST0000602766,UM,YF
CUST0000603155,UM,YA
CUST0000603403,UM,OT
CUST0000603535,MM,YA
CUST0000603536,MM,OT
